"Order","Family","Genus","Species","BodyMass","HomeRange_km2","Diet"
"Rodentia","Muridae","Pseudomys","fieldi",45,-999,-999
"Rodentia","Muridae","Phyllotis","caprinus",50.8,-999,-999
"Rodentia","Muridae","Phyllotis","darwini",48.9,-999,2
"Rodentia","Muridae","Phyllotis","definitus",89,-999,-999
"Rodentia","Muridae","Phyllotis","gerbillus",17.4,-999,-999
"Rodentia","Muridae","Phyllotis","haggardi",42.5,-999,-999
"Rodentia","Muridae","Phyllotis","magister",68.5,-999,2
"Rodentia","Muridae","Phyllotis","osgoodi",45.1,-999,-999
"Rodentia","Muridae","Phyllotis","osilae",43.7,-999,2
"Rodentia","Muridae","Phyllotis","wolffsohni",42.5,-999,-999
"Rodentia","Muridae","Phyllotis","xanthopygus",56.9,-999,-999
"Cetacea","Physeteridae","Physeter","catodon",14500000,-999,2
"Chiroptera","Vespertilionidae","Pipistrellus","aegyptius",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","aero",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","affinis",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","anchietai",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","anthonyi",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","arabicus",3.17,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","ariel",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","babu",4.8,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","bodenheimeri",2.73,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","cadornae",6.7,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","ceylonicus",7.99,-999,3
"Chiroptera","Vespertilionidae","Pipistrellus","circumdatus",10.4,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","coromandra",4.6,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","crassulus",6.1,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","cuprosus",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","dormeri",6.8,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","eisentrauti",6.06,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","endoi",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","hesperus",3.53,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","imbricatus",6.3,-999,3
"Chiroptera","Vespertilionidae","Pipistrellus","inexspectatus",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","javanicus",5.05,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","joffrei",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","kitcheneri",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","kuhlii",6.04,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","lophurus",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","macrotis",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","maderensis",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","mimus",2.66,-999,3
"Chiroptera","Vespertilionidae","Pipistrellus","minahassae",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","mordax",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","musciculus",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","nanulus",2.51,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","nanus",3.87,-999,3
"Chiroptera","Vespertilionidae","Pipistrellus","nathusii",7.44,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","paterculus",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","peguensis",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","permixtus",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","petersi",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","pipistrellus",5.28,-999,3
"Chiroptera","Vespertilionidae","Pipistrellus","pulveratus",5.54,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","rueppelli",7.07,-999,3
"Chiroptera","Vespertilionidae","Pipistrellus","rusticus",4.54,-999,3
"Chiroptera","Vespertilionidae","Pipistrellus","savii",6.27,-999,3
"Chiroptera","Vespertilionidae","Pipistrellus","societatis",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","stenopterus",15.7,-999,3
"Chiroptera","Vespertilionidae","Pipistrellus","sturdeei",-999,-999,-999
"Chiroptera","Vespertilionidae","Pipistrellus","subflavus",5.7,-999,3
"Chiroptera","Vespertilionidae","Pipistrellus","tasmaniensis",22.8,-999,3
"Chiroptera","Vespertilionidae","Pipistrellus","tenuis",5,-999,-999
"Rodentia","Muridae","Pithecheir","melanurus",-999,-999,-999
"Rodentia","Muridae","Pithecheir","parvus",-999,-999,-999
"Primates","Cebidae","Pithecia","aequatorialis",2380,-999,1
"Primates","Cebidae","Pithecia","albicans",2800,-999,-999
"Primates","Cebidae","Pithecia","irrorata",2320,-999,-999
"Primates","Cebidae","Pithecia","monachus",2110,-999,2
"Primates","Cebidae","Pithecia","pithecia",1670,0.04,1
"Rodentia","Capromyidae","Plagiodontia","aedium",1270,-999,1
"Rodentia","Capromyidae","Plagiodontia","araeum",-999,-999,-999
"Rodentia","Capromyidae","Plagiodontia","ipnaeum",-999,-999,-999
"Dasyuromorphia","Dasyuridae","Planigale","gilesi",9.44,-999,-999
"Dasyuromorphia","Dasyuridae","Planigale","ingrami",6.44,-999,3
"Dasyuromorphia","Dasyuridae","Planigale","maculata",12.3,-999,-999
"Dasyuromorphia","Dasyuridae","Planigale","novaeguineae",14.9,-999,-999
"Dasyuromorphia","Dasyuridae","Planigale","tenuirostris",6.37,-999,-999
"Rodentia","Muridae","Platacanthomys","lasiurus",-999,-999,-999
"Chiroptera","Phyllostomidae","Platalina","genovensium",-999,-999,1
"Cetacea","Platanistidae","Platanista","gangetica",93500,-999,3
"Cetacea","Platanistidae","Platanista","minor",76000,-999,3
"Chiroptera","Phyllostomidae","Platyrrhinus","aurarius",34.8,-999,-999
"Chiroptera","Phyllostomidae","Platyrrhinus","brachycephalus",14.2,-999,-999
"Chiroptera","Phyllostomidae","Platyrrhinus","chocoensis",-999,-999,-999
"Chiroptera","Phyllostomidae","Platyrrhinus","dorsalis",26,-999,-999
"Chiroptera","Phyllostomidae","Platyrrhinus","helleri",13.4,-999,1
"Chiroptera","Phyllostomidae","Platyrrhinus","infuscus",50.7,-999,-999
"Chiroptera","Phyllostomidae","Platyrrhinus","lineatus",24.1,-999,2
"Chiroptera","Phyllostomidae","Platyrrhinus","recifinus",-999,-999,-999
"Chiroptera","Phyllostomidae","Platyrrhinus","umbratus",25,-999,-999
"Chiroptera","Phyllostomidae","Platyrrhinus","vittatus",37,-999,1
"Chiroptera","Vespertilionidae","Plecotus","auritus",8.12,-999,3
"Chiroptera","Vespertilionidae","Plecotus","austriacus",6.72,-999,-999
"Chiroptera","Vespertilionidae","Plecotus","mexicanus",7.8,-999,-999
"Chiroptera","Vespertilionidae","Plecotus","rafinesquii",9.08,-999,3
"Chiroptera","Vespertilionidae","Plecotus","taivanus",-999,-999,-999
"Chiroptera","Vespertilionidae","Plecotus","teneriffae",-999,-999,-999
"Chiroptera","Vespertilionidae","Plecotus","townsendii",10.3,-999,3
"Chiroptera","Pteropodidae","Plerotes","anchietai",-999,-999,-999
"Insectivora","Erinaceidae","Podogymnura","aureospinula",-999,-999,-999
"Insectivora","Erinaceidae","Podogymnura","truei",-999,-999,2
"Rodentia","Muridae","Podomys","floridanus",30.8,0.00281,2
"Rodentia","Muridae","Podoxymys","roraimae",33.8,-999,-999
"Carnivora","Mustelidae","Poecilogale","albinucha",309,-999,3
"Lagomorpha","Leporidae","Poelagus","marjorita",2510,-999,-999
"Rodentia","Muridae","Pogonomelomys","bruijni",-999,-999,-999
"Rodentia","Muridae","Pogonomelomys","mayeri",112,-999,-999
"Rodentia","Muridae","Pogonomelomys","sevia",54.9,-999,-999
"Rodentia","Muridae","Pogonomys","championi",50.5,-999,1
"Rodentia","Muridae","Pogonomys","loriae",95.4,-999,1
"Rodentia","Muridae","Pogonomys","macrourus",47,-999,1
"Rodentia","Muridae","Pogonomys","sylvestris",41.7,-999,1
"Carnivora","Viverridae","Poiana","richardsonii",570,-999,2
"Primates","Hominidae","Pongo","pygmaeus",52100,3.92,2
"Cetacea","Platanistidae","Pontoporia","blainvillei",40500,-999,3
"Artiodactyla","Suidae","Potamochoerus","larvatus",68600,4.55,2
"Artiodactyla","Suidae","Potamochoerus","porcus",70000,-999,2
"Insectivora","Tenrecidae","Potamogale","velox",700,-999,3
"Diprotodontia","Potoroidae","Potorous","longipes",1840,0.29,1
"Diprotodontia","Potoroidae","Potorous","platyops",500,-999,-999
"Diprotodontia","Potoroidae","Potorous","tridactylus",1090,-999,1
"Carnivora","Procyonidae","Potos","flavus",2480,0.22,2
"Rodentia","Muridae","Praomys","delectorum",36,-999,-999
"Rodentia","Muridae","Praomys","hartwigi",38.9,-999,2
"Rodentia","Muridae","Praomys","jacksoni",39,-999,-999
"Rodentia","Muridae","Praomys","minor",-999,-999,-999
"Rodentia","Muridae","Praomys","misonnei",-999,-999,-999
"Rodentia","Muridae","Praomys","morio",41.8,-999,2
"Rodentia","Muridae","Praomys","mutoni",-999,-999,-999
"Rodentia","Muridae","Praomys","rostratus",-999,-999,-999
"Rodentia","Muridae","Praomys","tullbergi",37.1,0.00164,-999
"Primates","Cercopithecidae","Presbytis","comata",6620,0.13,1
"Primates","Cercopithecidae","Presbytis","femoralis",7000,0.07,-999
"Primates","Cercopithecidae","Presbytis","frontata",6160,-999,-999
"Primates","Cercopithecidae","Presbytis","hosei",6300,0.21,-999
"Primates","Cercopithecidae","Presbytis","melalophos",6470,0.13,1
"Primates","Cercopithecidae","Presbytis","potenziani",6460,0.13,-999
"Primates","Cercopithecidae","Presbytis","rubicunda",6410,0.51,1
"Primates","Cercopithecidae","Presbytis","thomasi",6690,0.09,-999
"Xenarthra","Dasypodidae","Priodontes","maximus",42700,3.23,3
"Carnivora","Felidae","Prionailurus","bengalensis",2790,1.88,3
"Carnivora","Felidae","Prionailurus","planiceps",3530,-999,2
"Carnivora","Felidae","Prionailurus","rubiginosus",1420,-999,3
"Carnivora","Felidae","Prionailurus","viverrinus",8830,-999,3
"Carnivora","Viverridae","Prionodon","linsang",685,-999,2
"Carnivora","Viverridae","Prionodon","pardicolor",1140,-999,2
"Rodentia","Muridae","Prionomys","batesi",12.5,-999,-999
"Artiodactyla","Bovidae","Procapra","gutturosa",28100,-999,1
"Artiodactyla","Bovidae","Procapra","picticaudata",23000,-999,-999
"Artiodactyla","Bovidae","Procapra","przewalskii",27500,-999,-999
"Hyracoidea","Procaviidae","Procavia","capensis",2950,0.00269,1
"Primates","Cercopithecidae","Procolobus","badius",8430,0.43,2
"Primates","Cercopithecidae","Procolobus","pennantii",9160,1.32,1
"Primates","Cercopithecidae","Procolobus","preussi",8910,0.4,1
"Primates","Cercopithecidae","Procolobus","rufomitratus",8070,0.05,1
"Primates","Cercopithecidae","Procolobus","verus",3980,0.17,1
"Carnivora","Procyonidae","Procyon","cancrivorus",6950,-999,2
"Carnivora","Procyonidae","Procyon","gloveralleni",-999,-999,2
"Carnivora","Procyonidae","Procyon","insularis",-999,-999,2
"Carnivora","Procyonidae","Procyon","lotor",6370,4.63,2
"Carnivora","Procyonidae","Procyon","maynardi",-999,-999,2
"Carnivora","Procyonidae","Procyon","minor",-999,-999,2
"Carnivora","Procyonidae","Procyon","pygmaeus",2960,-999,2
"Rodentia","Echimyidae","Proechimys","albispinus",285,-999,-999
"Rodentia","Echimyidae","Proechimys","amphichoricus",285,-999,-999
"Rodentia","Echimyidae","Proechimys","bolivianus",285,-999,-999
"Rodentia","Echimyidae","Proechimys","brevicauda",285,0.00496,2
"Rodentia","Echimyidae","Proechimys","canicollis",313,-999,-999
"Rodentia","Echimyidae","Proechimys","cayennensis",315,0.00105,2
"Rodentia","Echimyidae","Proechimys","chrysaeolus",285,-999,-999
"Rodentia","Echimyidae","Proechimys","cuvieri",340,0.00452,2
"Rodentia","Echimyidae","Proechimys","decumanus",285,-999,-999
"Rodentia","Echimyidae","Proechimys","dimidiatus",168,-999,-999
"Rodentia","Echimyidae","Proechimys","goeldii",285,-999,-999
"Rodentia","Echimyidae","Proechimys","gorgonae",285,-999,-999
"Rodentia","Echimyidae","Proechimys","guairae",349,0.00604,1
"Rodentia","Echimyidae","Proechimys","gularis",285,-999,-999
"Rodentia","Echimyidae","Proechimys","hendeei",285,0.00365,-999
"Rodentia","Echimyidae","Proechimys","hoplomyoides",285,-999,-999
"Rodentia","Echimyidae","Proechimys","iheringi",221,0.01,-999
"Rodentia","Echimyidae","Proechimys","longicaudatus",205,0.00243,2
"Rodentia","Echimyidae","Proechimys","magdalenae",285,-999,-999
"Rodentia","Echimyidae","Proechimys","mincae",285,-999,-999
"Rodentia","Echimyidae","Proechimys","myosuros",285,-999,-999
"Rodentia","Echimyidae","Proechimys","oconnelli",285,-999,-999
"Rodentia","Echimyidae","Proechimys","oris",285,-999,-999
"Rodentia","Echimyidae","Proechimys","poliopus",285,-999,-999
"Rodentia","Echimyidae","Proechimys","quadruplicatus",285,-999,-999
"Rodentia","Echimyidae","Proechimys","semispinosus",359,0.00174,2
"Rodentia","Echimyidae","Proechimys","setosus",285,-999,-999
"Rodentia","Echimyidae","Proechimys","simonsi",285,-999,2
"Rodentia","Echimyidae","Proechimys","steerei",285,-999,2
"Rodentia","Echimyidae","Proechimys","trinitatis",-999,-999,-999
"Rodentia","Echimyidae","Proechimys","urichi",285,-999,-999
"Rodentia","Echimyidae","Proechimys","warreni",285,-999,-999
"Rodentia","Muridae","Proedromys","bedfordi",-999,-999,-999
"Carnivora","Felidae","Profelis","aurata",11300,-999,3
"Lagomorpha","Ochotonidae","Prolagus","sardus",-999,-999,-999
"Rodentia","Muridae","Prometheomys","schaposchnikowi",75,-999,-999
"Chiroptera","Molossidae","Promops","centralis",29.5,-999,-999
"Chiroptera","Molossidae","Promops","nasutus",15.5,-999,3
"Lagomorpha","Leporidae","Pronolagus","crassicaudatus",2420,-999,1
"Lagomorpha","Leporidae","Pronolagus","randensis",2380,-999,1
"Lagomorpha","Leporidae","Pronolagus","rupestris",2250,-999,1
"Primates","Indridae","Propithecus","diadema",6600,0.21,1
"Primates","Indridae","Propithecus","tattersalli",3540,0.07,1
"Primates","Indridae","Propithecus","verreauxi",3650,0.03,1
"Rodentia","Muridae","Pseudomys","fumeus",68.7,-999,-999
"Rodentia","Muridae","Pseudomys","fuscus",129,0.000492,-999
"Rodentia","Muridae","Pseudomys","glaucus",-999,-999,-999
"Rodentia","Muridae","Pseudomys","gouldii",50,-999,-999
"Rodentia","Muridae","Pseudomys","gracilicaudatus",79.6,-999,-999
"Rodentia","Muridae","Pseudomys","hermannsburgensis",14.3,-999,-999
"Rodentia","Muridae","Pseudomys","higginsi",63.1,0.00203,2
"Rodentia","Muridae","Pseudomys","johnsoni",12,-999,-999
"Rodentia","Muridae","Pseudomys","laborifex",12,-999,-999
"Rodentia","Muridae","Pseudomys","nanus",70.4,-999,-999
"Rodentia","Muridae","Pseudomys","novaehollandiae",16.8,-999,-999
"Rodentia","Muridae","Pseudomys","occidentalis",34,-999,1
"Rodentia","Muridae","Pseudomys","oralis",95,-999,-999
"Rodentia","Muridae","Pseudomys","patrius",-999,-999,-999
"Rodentia","Muridae","Pseudomys","pilligaensis",10.7,-999,-999
"Rodentia","Muridae","Pseudomys","praeconis",39.9,-999,1
"Rodentia","Muridae","Pseudomys","shortridgei",72,-999,-999
"Cetacea","Delphinidae","Pseudorca","crassidens",1360000,-999,3
"Rodentia","Muridae","Pseudoryzomys","simplex",45.2,-999,-999
"Chiroptera","Pteropodidae","Ptenochirus","jagori",78.8,-999,1
"Chiroptera","Pteropodidae","Ptenochirus","minor",47,-999,-999
"Chiroptera","Pteropodidae","Pteralopex","acrodonta",255,-999,-999
"Chiroptera","Pteropodidae","Pteralopex","anceps",570,-999,-999
"Chiroptera","Pteropodidae","Pteralopex","atrata",487,-999,-999
"Chiroptera","Pteropodidae","Pteralopex","pulchra",289,-999,-999
"Rodentia","Sciuridae","Pteromys","momonga",-999,-999,-999
"Rodentia","Sciuridae","Pteromys","volans",143,0.05,2
"Rodentia","Sciuridae","Pteromyscus","pulverulentus",251,-999,-999
"Chiroptera","Mormoopidae","Pteronotus","davyi",9.48,-999,3
"Chiroptera","Mormoopidae","Pteronotus","gymnonotus",13.6,-999,3
"Chiroptera","Mormoopidae","Pteronotus","macleayii",-999,-999,3
"Chiroptera","Mormoopidae","Pteronotus","parnellii",19.5,-999,3
"Chiroptera","Mormoopidae","Pteronotus","personatus",7.94,-999,3
"Chiroptera","Mormoopidae","Pteronotus","quadridens",5.6,-999,3
"Carnivora","Mustelidae","Pteronura","brasiliensis",26000,86.1,3
"Chiroptera","Rhinolophidae","Rhinolophus","mitratus",-999,-999,-999
"Chiroptera","Rhinolophidae","Rhinolophus","monoceros",-999,-999,3
"Chiroptera","Rhinolophidae","Rhinolophus","nereis",-999,-999,3
"Chiroptera","Rhinolophidae","Rhinolophus","osgoodi",-999,-999,-999
"Chiroptera","Rhinolophidae","Rhinolophus","paradoxolophus",8.17,-999,3
"Chiroptera","Rhinolophidae","Rhinolophus","pearsonii",11.6,-999,3
"Chiroptera","Rhinolophidae","Rhinolophus","philippinensis",10.9,-999,3
"Chiroptera","Rhinolophidae","Rhinolophus","pusillus",5.16,-999,3
"Chiroptera","Rhinolophidae","Rhinolophus","rex",-999,-999,3
"Chiroptera","Rhinolophidae","Rhinolophus","robinsoni",8.54,-999,3
"Chiroptera","Rhinolophidae","Rhinolophus","rouxii",12.2,-999,3
"Chiroptera","Rhinolophidae","Rhinolophus","rufus",30.3,-999,3
"Chiroptera","Rhinolophidae","Rhinolophus","sedulus",8.75,-999,3
"Chiroptera","Rhinolophidae","Rhinolophus","shameli",9.61,-999,3
"Chiroptera","Rhinolophidae","Rhinolophus","silvestris",-999,-999,-999
"Chiroptera","Rhinolophidae","Rhinolophus","simplex",6.26,-999,-999
"Chiroptera","Rhinolophidae","Rhinolophus","simulator",8.07,-999,3
"Chiroptera","Rhinolophidae","Rhinolophus","stheno",7.92,-999,3
"Chiroptera","Rhinolophidae","Rhinolophus","subbadius",-999,-999,3
"Chiroptera","Pteropodidae","Pteropus","admiralitatum",304,-999,-999
"Chiroptera","Pteropodidae","Pteropus","aldabrensis",308,-999,-999
"Chiroptera","Pteropodidae","Pteropus","alecto",607,-999,1
"Chiroptera","Pteropodidae","Pteropus","anetianus",394,-999,-999
"Chiroptera","Pteropodidae","Pteropus","argentatus",-999,-999,-999
"Chiroptera","Pteropodidae","Pteropus","brunneus",200,-999,-999
"Chiroptera","Pteropodidae","Pteropus","caniceps",521,-999,-999
"Chiroptera","Pteropodidae","Pteropus","chrysoproctus",724,-999,-999
"Chiroptera","Pteropodidae","Pteropus","conspicillatus",757,-999,1
"Chiroptera","Pteropodidae","Pteropus","dasymallus",492,-999,2
"Chiroptera","Pteropodidae","Pteropus","faunulus",-999,-999,-999
"Chiroptera","Pteropodidae","Pteropus","fundatus",209,-999,-999
"Chiroptera","Pteropodidae","Pteropus","giganteus",818,-999,1
"Chiroptera","Pteropodidae","Pteropus","gilliardi",403,-999,-999
"Chiroptera","Pteropodidae","Pteropus","griseus",270,-999,-999
"Chiroptera","Pteropodidae","Pteropus","howensis",233,-999,-999
"Chiroptera","Pteropodidae","Pteropus","hypomelanus",433,-999,1
"Chiroptera","Pteropodidae","Pteropus","insularis",-999,-999,1
"Chiroptera","Pteropodidae","Pteropus","leucopterus",343,-999,-999
"Chiroptera","Pteropodidae","Pteropus","livingstonii",731,-999,-999
"Chiroptera","Pteropodidae","Pteropus","lombocensis",255,-999,-999
"Chiroptera","Pteropodidae","Pteropus","lylei",320,-999,1
"Chiroptera","Pteropodidae","Pteropus","macrotis",366,-999,-999
"Chiroptera","Pteropodidae","Pteropus","mahaganus",295,-999,-999
"Chiroptera","Pteropodidae","Pteropus","mariannus",458,-999,1
"Chiroptera","Pteropodidae","Pteropus","mearnsi",-999,-999,-999
"Chiroptera","Pteropodidae","Pteropus","melanopogon",867,-999,-999
"Chiroptera","Pteropodidae","Pteropus","melanotus",-999,-999,-999
"Chiroptera","Pteropodidae","Pteropus","molossinus",-999,-999,1
"Chiroptera","Pteropodidae","Pteropus","neohibernicus",1010,-999,-999
"Chiroptera","Pteropodidae","Pteropus","niger",470,-999,-999
"Chiroptera","Pteropodidae","Pteropus","nitendiensis",273,-999,-999
"Chiroptera","Pteropodidae","Pteropus","ocularis",227,-999,-999
"Chiroptera","Pteropodidae","Pteropus","ornatus",333,-999,-999
"Chiroptera","Pteropodidae","Pteropus","personatus",130,-999,-999
"Chiroptera","Pteropodidae","Pteropus","phaeocephalus",-999,-999,-999
"Chiroptera","Pteropodidae","Pteropus","pilosus",-999,-999,-999
"Chiroptera","Pteropodidae","Pteropus","pohlei",350,-999,-999
"Chiroptera","Pteropodidae","Pteropus","poliocephalus",702,-999,1
"Chiroptera","Pteropodidae","Pteropus","pselaphon",-999,-999,-999
"Chiroptera","Pteropodidae","Pteropus","pumilus",184,-999,1
"Chiroptera","Pteropodidae","Pteropus","rayneri",661,-999,-999
"Chiroptera","Pteropodidae","Pteropus","rodricensis",256,-999,1
"Chiroptera","Pteropodidae","Pteropus","rufus",366,-999,1
"Chiroptera","Pteropodidae","Pteropus","samoensis",310,-999,1
"Chiroptera","Pteropodidae","Pteropus","sanctacrucis",-999,-999,-999
"Chiroptera","Pteropodidae","Pteropus","scapulatus",378,-999,1
"Chiroptera","Pteropodidae","Pteropus","seychellensis",488,-999,-999
"Chiroptera","Pteropodidae","Pteropus","speciosus",-999,-999,-999
"Chiroptera","Pteropodidae","Pteropus","subniger",-999,-999,-999
"Chiroptera","Pteropodidae","Pteropus","temmincki",250,-999,-999
"Chiroptera","Pteropodidae","Pteropus","tokudae",153,-999,-999
"Chiroptera","Pteropodidae","Pteropus","tonganus",557,-999,1
"Chiroptera","Pteropodidae","Pteropus","tuberculatus",-999,-999,-999
"Chiroptera","Pteropodidae","Pteropus","vampyrus",1040,-999,1
"Chiroptera","Pteropodidae","Pteropus","vetulus",150,-999,-999
"Chiroptera","Pteropodidae","Pteropus","voeltzkowi",538,-999,-999
"Chiroptera","Pteropodidae","Pteropus","woodfordi",122,-999,-999
"Scandentia","Tupaiidae","Ptilocercus","lowii",42.5,-999,2
"Artiodactyla","Cervidae","Pudu","mephistophiles",9600,-999,-999
"Artiodactyla","Cervidae","Pudu","puda",9540,0.18,1
"Rodentia","Echimyidae","Puertoricomys","corozalus",-999,-999,-999
"Carnivora","Felidae","Puma","concolor",53900,131,3
"Rodentia","Muridae","Punomys","lemminus",84.8,-999,-999
"Primates","Cercopithecidae","Pygathrix","avunculus",9120,-999,-999
"Primates","Cercopithecidae","Pygathrix","bieti",11000,20.8,2
"Primates","Cercopithecidae","Pygathrix","brelichi",12300,7.52,1
"Primates","Cercopithecidae","Pygathrix","nemaeus",9550,-999,1
"Primates","Cercopithecidae","Pygathrix","roxellana",13500,24.7,1
"Rodentia","Dipodidae","Pygeretmus","platyurus",-999,-999,2
"Rodentia","Dipodidae","Pygeretmus","pumilio",52.2,0.00244,1
"Rodentia","Dipodidae","Pygeretmus","shitkovi",-999,-999,2
"Chiroptera","Phyllostomidae","Pygoderma","bilabiatum",18.5,-999,1
"Rodentia","Heptaxodontidae","Quemisia","gravis",-999,-999,-999
"Artiodactyla","Cervidae","Rangifer","tarandus",108000,2770,1
"Artiodactyla","Bovidae","Raphicerus","campestris",11600,0.43,1
"Artiodactyla","Bovidae","Raphicerus","melanotis",10400,-999,1
"Artiodactyla","Bovidae","Raphicerus","sharpei",9330,-999,1
"Rodentia","Muridae","Rattus","adustus",-999,-999,-999
"Rodentia","Muridae","Rattus","annandalei",198,-999,-999
"Rodentia","Muridae","Rattus","argentiventer",165,-999,2
"Rodentia","Muridae","Rattus","baluensis",108,-999,2
"Rodentia","Muridae","Rattus","bontanus",-999,-999,-999
"Rodentia","Muridae","Rattus","burrus",-999,-999,-999
"Rodentia","Muridae","Rattus","colletti",146,-999,-999
"Rodentia","Muridae","Rattus","elaphinus",131,-999,-999
"Rodentia","Muridae","Rattus","enganus",-999,-999,-999
"Rodentia","Muridae","Rattus","everetti",254,0.00499,2
"Rodentia","Muridae","Rattus","exulans",50.6,0.00094,2
"Rodentia","Muridae","Rattus","feliceus",306,-999,-999
"Rodentia","Muridae","Rattus","foramineus",-999,-999,-999
"Rodentia","Muridae","Rattus","fuscipes",125,-999,2
"Rodentia","Muridae","Rattus","giluwensis",-999,-999,1
"Rodentia","Muridae","Rattus","hainaldi",-999,-999,-999
"Rodentia","Muridae","Rattus","hoffmanni",-999,-999,-999
"Rodentia","Muridae","Rattus","hoogerwerfi",-999,-999,-999
"Rodentia","Muridae","Rattus","jobiensis",380,-999,-999
"Rodentia","Muridae","Rattus","koopmani",-999,-999,-999
"Rodentia","Muridae","Rattus","korinchi",-999,-999,-999
"Rodentia","Muridae","Rattus","leucopus",201,-999,2
"Rodentia","Muridae","Rattus","losea",105,-999,-999
"Rodentia","Muridae","Rattus","lugens",-999,-999,-999
"Rodentia","Muridae","Rattus","lutreolus",106,-999,2
"Rodentia","Muridae","Rattus","macleari",-999,-999,-999
"Rodentia","Muridae","Rattus","marmosurus",-999,-999,-999
"Rodentia","Muridae","Rattus","mindorensis",-999,-999,2
"Rodentia","Muridae","Rattus","mollicomulus",-999,-999,-999
"Rodentia","Muridae","Rattus","montanus",-999,-999,-999
"Rodentia","Muridae","Rattus","mordax",230,-999,1
"Rodentia","Muridae","Rattus","morotaiensis",148,-999,-999
"Rodentia","Muridae","Rattus","nativitatis",-999,-999,-999
"Rodentia","Muridae","Rattus","nitidus",100,-999,-999
"Rodentia","Muridae","Rattus","norvegicus",283,0.00292,1
"Rodentia","Muridae","Rattus","novaeguineae",133,-999,-999
"Rodentia","Muridae","Rattus","osgoodi",-999,-999,-999
"Rodentia","Muridae","Rattus","palmarum",-999,-999,-999
"Rodentia","Muridae","Rattus","pelurus",-999,-999,-999
"Rodentia","Muridae","Rattus","praetor",194,-999,-999
"Rodentia","Muridae","Rattus","ranjiniae",-999,-999,-999
"Rodentia","Muridae","Rattus","rattus",143,0.00231,2
"Rodentia","Muridae","Rattus","sanila",-999,-999,-999
"Rodentia","Muridae","Rattus","sikkimensis",-999,-999,2
"Rodentia","Muridae","Rattus","simalurensis",-999,-999,-999
"Rodentia","Muridae","Rattus","sordidus",157,-999,-999
"Rodentia","Muridae","Rattus","steini",151,-999,2
"Rodentia","Muridae","Rattus","stoicus",-999,-999,-999
"Rodentia","Muridae","Rattus","tanezumi",141,-999,-999
"Rodentia","Muridae","Rattus","tawitawiensis",-999,-999,2
"Rodentia","Muridae","Rattus","timorensis",-999,-999,-999
"Rodentia","Muridae","Rattus","tiomanicus",119,-999,2
"Rodentia","Muridae","Rattus","tunneyi",169,-999,-999
"Rodentia","Muridae","Rattus","turkestanicus",-999,-999,-999
"Rodentia","Muridae","Rattus","villosissimus",222,-999,-999
"Rodentia","Muridae","Rattus","xanthurus",-999,-999,-999
"Rodentia","Sciuridae","Ratufa","affinis",1160,-999,2
"Rodentia","Sciuridae","Ratufa","bicolor",1610,-999,2
"Rodentia","Sciuridae","Ratufa","indica",1060,-999,2
"Rodentia","Sciuridae","Ratufa","macroura",1330,-999,2
"Artiodactyla","Bovidae","Redunca","arundinum",57700,-999,1
"Artiodactyla","Bovidae","Redunca","fulvorufula",28900,0.07,1
